TotalSteps,TotalDistance,VeryActiveMinutes,Calories
6805,5.139999866,63,3294
9841,7.429999828,99,3580
7924,5.920000076,97,3544
12363,9.239999771,207,4501
13368,9.989999771,194,4546
7439,5.559999943,37,3014
11045,8.25,97,3795
5206,3.890000105,25,2755
7550,5.639999866,45,3004
4950,3.700000048,41,2643
0,0,0,1819
0,0,0,1819
3421,2.559999943,34,2489
8869,6.650000095,104,3841
4038,3.039999962,45,1665
0,0,0,1496
0,0,0,1496
0,0,0,1496
14019,10.59000015,0,2865
14450,10.90999985,7,2828
7150,5.400000095,0,2225
5153,3.910000086,0,2018
11135,8.409999847,0,2606
10449,8.020000458,26,2536
19542,15.01000023,11,4900
8206,6.199999809,0,2409
11495,8.680000305,0,2651
7623,5.760000229,0,2305
0,0,0,1497
9543,7.210000038,0,2450
9411,7.110000134,0,2576
3403,2.599999905,0,1879
9592,7.239999771,0,2560
6987,5.28000021,0,2275
8915,6.730000019,0,2361
4933,3.730000019,0,2044
0,0,0,1496
2997,2.25999999,0,1902
9799,7.400000095,0,2636
3365,2.680000067,0,1838
7336,5.539999962,0,2469
7328,5.53000021,0,2250
4477,3.380000114,0,1248
4562,3.450000048,0,2560
7142,5.400000095,0,2905
7671,5.800000191,0,2952
9501,7.179999828,0,2896
8301,6.28000021,0,2783
7851,5.940000057,31,3171
6885,5.210000038,0,2766
7142,5.400000095,0,2839
6361,4.809999943,0,2701
0,0,0,2060
6238,4.71999979,0,2796
0,0,33,2664
5896,4.460000038,0,2703
7802,5.900000095,8,2771
0,0,0,2060
5565,4.210000038,0,2743
5731,4.329999924,0,2687
0,0,0,2060
6744,5.099999905,0,2843
9837,7.440000057,8,3327
6781,5.130000114,0,2725
6047,4.570000172,0,2671
5832,4.409999847,0,2718
6339,4.789999962,0,2682
6116,4.619999886,0,2806
5510,4.170000076,0,2613
7706,5.829999924,0,2712
6277,4.75,0,2175
0,0,0,0
0,0,0,1841
4053,2.910000086,17,2400
5162,3.700000048,14,2507
1282,0.9200000167,0,2127
4732,3.390000105,36,2225
2497,1.789999962,5,2067
8294,5.949999809,30,2798
0,0,0,1841
10771,7.71999979,70,3727
0,0,0,1841
637,0.4600000083,0,1922
0,0,0,1841
2153,1.539999962,11,2053
6474,4.639999866,33,2484
7091,5.269999981,42,2584
0,0,0,1841
703,0.5,2,1993
0,0,0,1841
2503,1.789999962,3,2280
2487,1.779999971,9,2319
0,0,0,1841
9,0.009999999776,0,1843
0,0,0,1841
0,0,0,1841
4697,3.369999886,12,2496
1967,1.409999967,2,1032
10199,6.739999771,50,1994
5652,3.74000001,8,1718
1551,1.029999971,0,1466
5563,3.680000067,0,1756
13217,8.739999771,50,2173
10145,6.710000038,5,2027
11404,7.539999962,13,2039
10742,7.099999905,35,2046
13928,9.550000191,48,2174
11835,9.710000038,53,2179
10725,7.090000153,30,2086
20031,13.23999977,58,2571
5029,3.319999933,0,1705
13239,9.270000458,35,2194
10433,6.900000095,36,2012
10320,6.820000172,7,2034
12627,8.350000381,38,2182
10762,7.110000134,12,2254
10081,6.659999847,32,2002
5454,3.609999895,0,1740
12912,8.539999962,18,2162
12109,8.119999886,21,2072
10147,6.710000038,15,2086
10524,6.960000038,14,2066
5908,3.910000086,0,1850
6815,4.5,0,1947
4188,2.769999981,0,1659
12342,8.720000267,43,2105
15448,10.21000004,62,2361
6722,4.440000057,24,1855
3587,2.369999886,0,928
14172,10.28999996,53,2937
12862,9.649999619,56,2742
11179,8.239999771,34,2668
5273,3.529999971,0,2098
4631,3.099999905,0,2076
8059,5.389999866,0,2383
14816,10.97999954,48,2832
14194,10.47999954,53,2812
15566,11.31000042,60,3096
13744,9.18999958,30,2763
15299,10.23999977,64,2889
8093,5.409999847,2,2284
11085,7.420000076,0,2667
18229,13.34000015,51,3055
15090,10.10000038,16,2939
13541,10.22000027,50,2830
15128,10.11999989,16,2836
20067,14.30000019,55,3180
3761,2.519999981,0,2051
5600,3.75,0,2225
13041,9.180000305,64,2642
14510,10.86999989,58,2976
0,0,0,1557
15010,11.10000038,53,2933
11459,7.670000076,44,2553
0,0,0,120
11317,8.409999847,59,2772
5813,3.619999886,31,2516
9123,6.119999886,35,2734
8585,5.670000076,30,2395
31,0.009999999776,0,1635
0,0,0,1629
9827,6.710000038,61,2743
10688,7.289999962,67,2944
14365,10.64000034,87,2997
9469,6.179999828,19,2463
9753,6.53000021,58,2846
2817,1.809999943,0,1965
3520,2.160000086,0,2049
10091,6.820000172,69,2752
10387,7.070000172,70,2781
11107,8.340000153,55,2693
11584,7.800000191,54,2862
7881,4.949999809,24,2616
14560,9.409999847,42,2995
12390,8.069999695,30,2730
10052,6.809999943,66,2754
10288,6.760000229,57,2754
10988,8.31000042,45,2655
8564,5.599999905,24,2386
12461,8.380000114,84,2924
12827,8.479999542,20,2739
10677,7.099999905,32,2534
13566,9.109999657,67,2960
14433,10.78999996,72,2800
9572,6.519999981,57,2735
3789,2.559999943,5,1199
18060,14.11999989,116,3186
16433,13.35000038,95,3140
20159,15.97000027,119,3411
20669,16.23999977,132,3410
14549,11.10999966,96,2867
18827,13.68999958,111,3213
17076,12.65999985,102,3133
15929,12.47999954,90,3114
15108,12.18999958,89,3043
16057,12.51000023,100,3103
10520,8.289999962,60,2655
22359,17.19000053,125,3554
22988,17.95000076,129,3577
20500,15.68999958,118,3403
12685,9.619999886,68,2846
12422,9.819999695,60,2852
15447,12.39999962,90,3062
12315,9.649999619,58,2794
7135,5.590000153,27,2408
1170,0.8500000238,0,1886
1969,1.429999948,0,1988
15484,11.89999962,87,3023
14581,11.14999962,89,2918
14990,11.51000023,93,2950
13953,11,90,2859
19769,15.67000008,121,3331
22026,17.64999962,125,3589
12465,9.380000114,66,2765
14810,11.35999966,96,2926
12209,9.399999619,60,2809
4998,3.910000086,28,1505
9033,7.159999847,40,2044
8053,6.099999905,35,1935
5234,3.460000038,29,1705
2672,1.769999981,0,1632
9256,6.139999866,6,1880
10204,7.909999847,41,2112
5151,3.480000019,16,1829
4212,2.779999971,0,1763
6466,4.269999981,5,1931
11268,8.56000042,49,2218
2824,1.870000005,0,1651
9282,6.260000229,30,2132
8905,7.130000114,41,1976
6829,4.510000229,7,1909
4562,3.039999962,19,1813
10232,8.180000305,45,2008
2718,1.799999952,11,1580
6260,4.260000229,16,1854
0,0,0,0
7626,6.050000191,65,3635
12386,9.819999695,116,4079
13318,10.56000042,123,4163
14461,11.47000027,60,3666
11207,8.890000343,64,3363
2132,1.690000057,0,2572
13630,10.81000042,117,4157
13070,10.35999966,120,4092
9388,7.440000057,82,3787
15148,12.01000023,137,4236
12200,9.670000076,113,4044
5709,4.53000021,19,2908
3703,2.940000057,0,2741
12405,9.840000153,117,4005
16208,12.85000038,90,3763
7359,5.840000153,4,3061
5417,4.300000191,11,2884
6175,4.900000095,3,2982
2946,2.339999914,0,2660
11419,9.06000042,71,3369
6064,4.809999943,63,3491
8712,6.909999847,71,3784
7875,6.239999771,19,3110
8567,6.789999962,66,3783
7045,5.590000153,74,3644
4468,3.539999962,0,2799
2943,2.329999924,0,2685
8382,6.650000095,71,3721
6582,5.21999979,63,3586
9143,7.25,72,3788
4561,3.619999886,8,1976
5014,3.910000086,0,2650
5571,4.349999905,2,2654
3135,2.450000048,0,2443
3430,2.680000067,0,2505
5319,4.150000095,0,2693
3008,2.349999905,0,2439
3864,3.00999999,4,2536
5697,4.440000057,7,2668
5273,4.110000134,0,2647
8538,6.659999847,35,2883
8687,6.78000021,4,2944
9423,7.349999905,7,3012
8286,6.460000038,2,2889
4503,3.50999999,18,2547
10499,8.18999958,1,3093
12474,9.729999542,77,3142
6174,4.820000172,0,2757
15168,11.82999992,46,3513
10085,7.869999886,2,3164
4512,3.519999981,10,2596
8469,6.610000134,0,2894
12015,9.369999886,0,3212
3588,2.799999952,0,2516
12427,9.68999958,0,3266
5843,4.559999943,2,2683
6117,4.769999981,0,2810
9217,7.190000057,3,2940
9877,7.699999809,66,2947
8240,6.429999828,9,2846
8701,6.789999962,5,2804
0,0,0,0
2564,1.639999986,0,2044
1320,0.8399999738,0,1934
1219,0.7799999714,0,1963
2483,1.590000033,0,2009
244,0.1599999964,0,1721
0,0,0,1688
0,0,0,1688
0,0,0,1688
3147,2.00999999,0,2188
144,0.09000000358,0,1720
4068,2.599999905,1,2419
5245,3.359999895,8,2748
400,0.2599999905,3,1799
0,0,0,1688
1321,0.8500000238,0,1928
1758,1.129999995,0,2067
6157,3.940000057,0,2780
8360,5.349999905,6,3101
7174,4.590000153,10,2896
1619,1.039999962,0,1962
1831,1.169999957,0,2015
2421,1.549999952,0,2297
2283,1.460000038,0,2067
0,0,0,1688
0,0,0,1688
0,0,0,1688
0,0,0,1688
0,0,0,1688
0,0,0,57
23186,20.39999962,85,3921
15337,9.579999924,108,3566
21129,18.97999954,68,3793
13422,7.170000076,106,3934
29326,25.29000092,94,4547
15118,8.869999886,58,3545
11423,8.670000076,29,2761
18785,17.39999962,82,3676
19948,18.11000061,73,3679
19377,17.62000084,82,3659
18258,16.30999947,61,3427
11200,7.429999828,102,3891
16674,15.73999977,64,3455
12986,8.739999771,113,3802
11101,8.430000305,22,2860
23629,20.64999962,93,3808
14890,11.30000019,58,3060
9733,7.389999866,18,2698
27745,26.71999931,124,4398
10930,8.319999695,36,2786
4790,3.640000105,0,2189
10818,8.210000038,19,2817
18193,16.29999924,66,3477
14055,10.67000008,67,3052
21727,19.34000015,96,4015
12332,8.130000114,105,4142
10686,8.109999657,17,2847
20226,18.25,73,3710
10733,8.149999619,18,2832
21420,19.55999947,88,3832
8064,6.119999886,23,1849
